SampleID,Year,Lake,Site,CollectionDate,Location,Depth,Taxon,N,Length,Weight,Tissue,GutID,FishID,VolumeFiltered,Isotopes,Type,Comments
F-1338,2012,Ward,A,18-Jul-12,NA,NA,YWP,NA,79,5,Whole,NA,,NA,NA,NA,NA
F-1339,2012,Ward,A,18-Jul-12,NA,NA,YWP,NA,,,Guts,NA,F-1338,NA,NA,NA,NA
F-1340,2012,Ward,A,18-Jul-12,NA,NA,GNS,NA,73,2.9,Whole,NA,,NA,NA,NA,NA
F-1341,2012,Ward,A,18-Jul-12,NA,NA,GNS,NA,,,Guts,NA,F-1340,NA,NA,NA,NA
F-1342,2012,Ward,A,18-Jul-12,NA,NA,DAC,NA,74,3.8,Whole,NA,,NA,NA,NA,NA
F-1343,2012,Ward,A,18-Jul-12,NA,NA,DAC,NA,,,Guts,NA,F-1342,NA,NA,NA,NA
F-1344,2012,Ward,B,18-Jul-12,NA,NA,IWD,NA,53,1.2,Whole,NA,,NA,NA,NA,NA
F-1345,2012,Ward,B,18-Jul-12,NA,NA,IWD,NA,,,Guts,NA,F-1344,NA,NA,NA,NA
F-1346,2012,Ward,B,18-Jul-12,NA,NA,IWD,NA,59,1.7,Whole,NA,,NA,NA,NA,NA
F-1347,2012,Ward,B,18-Jul-12,NA,NA,IWD,NA,,,Guts,NA,F-1346,NA,NA,NA,NA
F-1348,2012,Ward,A,14-Aug-12,NA,NA,IWD,NA,54,1,Whole,NA,,NA,NA,NA,NA
F-1349,2012,Ward,A,14-Aug-12,NA,NA,IWD,NA,,,Guts,NA,F-1348,NA,NA,NA,NA
F-1350,2012,Ward,A,14-Aug-12,NA,NA,DAC,NA,44,0.9,Whole,NA,,NA,NA,NA,NA
F-1351,2012,Ward,A,14-Aug-12,NA,NA,DAC,NA,,,Guts,NA,F-1350,NA,NA,NA,NA
F-1352,2012,Ward,A,14-Aug-12,NA,NA,DAC,NA,45,0.9,Whole,NA,,NA,NA,NA,NA
F-1353,2012,Ward,A,14-Aug-12,NA,NA,DAC,NA,,,Guts,NA,F-1352,NA,NA,NA,NA
F-1354,2012,Ward,A,14-Aug-12,NA,NA,BHD,NA,148,44,Whole,NA,,NA,NA,NA,NA
F-1355,2012,Ward,A,14-Aug-12,NA,NA,BHD,NA,,,Guts,NA,F-1354,NA,NA,NA,NA
F-1356,2012,Ward,A,14-Aug-12,NA,NA,CMM,NA,93,8.7,Whole,NA,,NA,NA,NA,NA
F-1357,2012,Ward,A,14-Aug-12,NA,NA,CMM,NA,,,Guts,NA,F-1356,NA,NA,NA,NA
F-1358,2012,Ward,A,14-Aug-12,NA,NA,CMM,NA,49,1.4,Whole,NA,,NA,NA,NA,NA
F-1359,2012,Ward,A,14-Aug-12,NA,NA,CMM,NA,,,Guts,NA,F-1358,NA,NA,NA,NA
F-1360,2012,Ward,A,14-Aug-12,NA,NA,BHD,NA,48,1.8,Whole,NA,,NA,NA,NA,NA
F-1361,2012,Ward,A,14-Aug-12,NA,NA,BHD,NA,,,Guts,NA,F-1360,NA,NA,NA,NA
F-1362,2012,Ward,A,14-Aug-12,NA,NA,DAC,NA,57,2.1,Whole,NA,,NA,NA,NA,NA
F-1363,2012,Ward,A,14-Aug-12,NA,NA,DAC,NA,,,Guts,NA,F-1362,NA,NA,NA,NA
F-1364,2012,Ward,A,14-Aug-12,NA,NA,CMM,NA,62,3.2,Whole,NA,,NA,NA,NA,NA
F-1365,2012,Ward,A,14-Aug-12,NA,NA,CMM,NA,,,Guts,NA,F-1364,NA,NA,NA,NA
F-1366,2012,Ward,A,14-Aug-12,NA,NA,BHD,NA,53,1.9,Whole,NA,,NA,NA,NA,NA
F-1367,2012,Ward,A,14-Aug-12,NA,NA,BHD,NA,,,Guts,NA,F-1366,NA,NA,NA,NA
F-1368,2012,Ward,B,14-Aug-12,NA,NA,BSB,NA,49,1.1,Whole,NA,,NA,NA,NA,NA
F-1369,2012,Ward,B,14-Aug-12,NA,NA,BSB,NA,,,Guts,NA,F-1368,NA,NA,NA,NA
F-1370,2012,Ward,B,14-Aug-12,NA,NA,IWD,NA,58,1.1,Whole,NA,,NA,NA,NA,NA
F-1371,2012,Ward,B,14-Aug-12,NA,NA,IWD,NA,,,Guts,NA,F-1370,NA,NA,NA,NA
F-1372,2012,Ward,B,14-Aug-12,NA,NA,DAC,NA,45,0.9,Whole,NA,,NA,NA,NA,NA
F-1373,2012,Ward,B,14-Aug-12,NA,NA,DAC,NA,,,Guts,NA,F-1372,NA,NA,NA,NA
F-1374,2012,Ward,B,14-Aug-12,NA,NA,BHD,NA,52,1.8,Whole,NA,,NA,NA,NA,NA
F-1375,2012,Ward,B,14-Aug-12,NA,NA,BHD,NA,,,Guts,NA,F-1374,NA,NA,NA,NA
F-1376,2012,Ward,B,14-Aug-12,NA,NA,BHD,NA,130,29.7,Whole,NA,,NA,NA,NA,NA
F-1377,2012,Ward,B,14-Aug-12,NA,NA,BHD,NA,,,Guts,NA,F-1376,NA,NA,NA,NA
F-1378,2012,Ward,B,14-Aug-12,NA,NA,CMM,NA,71,3.3,Whole,NA,,NA,NA,NA,NA
F-1379,2012,Ward,B,14-Aug-12,NA,NA,CMM,NA,,,Guts,NA,F-1378,NA,NA,NA,NA
F-1380,2012,Ward,B,14-Aug-12,NA,NA,DAC,NA,74,4.1,Whole,NA,,NA,NA,NA,NA
F-1381,2012,Ward,B,14-Aug-12,NA,NA,DAC,NA,,,Guts,NA,F-1380,NA,NA,NA,NA
F-1382,2012,Ward,C,14-Aug-12,NA,NA,FHM,NA,46,0.9,Whole,NA,,NA,NA,NA,NA
F-1383,2012,Ward,C,14-Aug-12,NA,NA,FHM,NA,,,Guts,NA,F-1382,NA,NA,NA,NA
F-1384,2012,Ward,C,14-Aug-12,NA,NA,FHM,NA,51,1,Whole,NA,,NA,NA,NA,NA
F-1385,2012,Ward,C,14-Aug-12,NA,NA,FHM,NA,,,Guts,NA,F-1384,NA,NA,NA,NA
F-1386,2012,Ward,C,14-Aug-12,NA,NA,FHM,NA,52,1.1,Whole,NA,,NA,NA,NA,NA
F-1387,2012,Ward,C,14-Aug-12,NA,NA,FHM,NA,,,Guts,NA,F-1386,NA,NA,NA,NA
F-1388,2012,Ward,C,14-Aug-12,NA,NA,DAC,NA,48,0.8,Whole,NA,,NA,NA,NA,NA
F-1389,2012,Ward,C,14-Aug-12,NA,NA,DAC,NA,,,Guts,NA,F-1388,NA,NA,NA,NA
F-1390,2012,Ward,C,14-Aug-12,NA,NA,BHD,NA,52,1.7,Whole,NA,,NA,NA,NA,NA
F-1391,2012,Ward,C,14-Aug-12,NA,NA,BHD,NA,,,Guts,NA,F-1390,NA,NA,NA,NA
F-1392,2012,Ward,C,14-Aug-12,NA,NA,FHM,NA,83,5.9,Whole,NA,,NA,NA,NA,NA
F-1393,2012,Ward,C,14-Aug-12,NA,NA,FHM,NA,,,Guts,NA,F-1392,NA,NA,NA,NA
F-1394,2012,Ward,C,14-Aug-12,NA,NA,FHM,NA,85,6,Whole,NA,,NA,NA,NA,NA
F-1395,2012,Ward,C,14-Aug-12,NA,NA,FHM,NA,,,Guts,NA,F-1394,NA,NA,NA,NA
F-1396,2012,Ward,C,14-Aug-12,NA,NA,FHM,NA,73,3.8,Whole,NA,,NA,NA,NA,NA
F-1397,2012,Ward,C,14-Aug-12,NA,NA,FHM,NA,,,Guts,NA,F-1396,NA,NA,NA,NA
F-1398,2012,Ward,C,14-Aug-12,NA,NA,CMM,NA,76,5,Whole,NA,,NA,NA,NA,NA
F-1399,2012,Ward,C,14-Aug-12,NA,NA,CMM,NA,,,Guts,NA,F-1398,NA,NA,NA,NA
F-1400,2012,Ward,C,14-Aug-12,NA,NA,PKS,NA,41,1,Whole,NA,,NA,NA,NA,NA
F-1401,2012,Ward,C,14-Aug-12,NA,NA,PKS,NA,,,Guts,NA,F-1400,NA,NA,NA,NA
F-1402,2012,Ward,C,14-Aug-12,NA,NA,BHD,NA,49,1.5,Whole,NA,,NA,NA,NA,NA
F-1403,2012,Ward,C,14-Aug-12,NA,NA,BHD,NA,,,Guts,NA,F-1402,NA,NA,NA,NA
F-1404,2012,Ward,C,14-Aug-12,NA,NA,CMM,NA,71,4.2,Whole,NA,,NA,NA,NA,NA
F-1405,2012,Ward,C,14-Aug-12,NA,NA,CMM,NA,,,Guts,NA,F-1404,NA,NA,NA,NA
F-1406,2012,Ward,C,14-Aug-12,NA,NA,DAC,NA,73,3.3,Whole,NA,,NA,NA,NA,NA
F-1407,2012,Ward,C,14-Aug-12,NA,NA,DAC,NA,,,Guts,NA,F-1406,NA,NA,NA,NA
F-1408,2012,Ward,A,15-Aug-12,NA,NA,BSB,NA,53,1.4,Whole,NA,,NA,NA,NA,NA
F-1409,2012,Ward,A,15-Aug-12,NA,NA,BSB,NA,,,Guts,NA,F-1408,NA,NA,NA,NA
F-1410,2012,Ward,A,15-Aug-12,NA,NA,IWD,NA,60,1.3,Whole,NA,,NA,NA,NA,NA
F-1411,2012,Ward,A,15-Aug-12,NA,NA,IWD,NA,,,Guts,NA,F-1410,NA,NA,NA,NA
F-1412,2012,Ward,A,15-Aug-12,NA,NA,IWD,NA,60,1.3,Whole,NA,,NA,NA,NA,NA
F-1413,2012,Ward,A,15-Aug-12,NA,NA,IWD,NA,,,Guts,NA,F-1412,NA,NA,NA,NA
F-1414,2012,Ward,A,15-Aug-12,NA,NA,IWD,NA,54,1,Whole,NA,,NA,NA,NA,NA
F-1415,2012,Ward,A,15-Aug-12,NA,NA,IWD,NA,,,Guts,NA,F-1414,NA,NA,NA,NA
F-1416,2012,Ward,A,15-Aug-12,NA,NA,PKS,NA,60,4.1,Whole,NA,,NA,NA,NA,NA
F-1417,2012,Ward,A,15-Aug-12,NA,NA,PKS,NA,,,Guts,NA,F-1416,NA,NA,NA,NA
F-1418,2012,Ward,A,15-Aug-12,NA,NA,BNS,NA,64,1.8,Whole,NA,,NA,NA,NA,NA
F-1419,2012,Ward,A,15-Aug-12,NA,NA,BNS,NA,,,Guts,NA,F-1418,NA,NA,NA,NA
F-1420,2012,Ward,A,16-Aug-12,NA,NA,PKS,NA,57,3.7,Whole,NA,,NA,NA,NA,NA
F-1421,2012,Ward,A,16-Aug-12,NA,NA,PKS,NA,,,Guts,NA,F-1420,NA,NA,NA,NA
F-1422,2012,Ward,A,16-Aug-12,NA,NA,PKS,NA,64,4.6,Whole,NA,,NA,NA,NA,NA
F-1423,2012,Ward,A,16-Aug-12,NA,NA,PKS,NA,,,Guts,NA,F-1422,NA,NA,NA,NA
G-0698,2010,Ward,B,26-May-10,NA,NA,GNS,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0699,2010,Ward,B,26-May-10,NA,NA,CMM,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0700,2010,Ward,B,26-May-10,NA,NA,CMM,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0701,2010,Ward,B,26-May-10,NA,NA,FHM,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0702,2010,Ward,B,26-May-10,NA,NA,FHM,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0703,2010,Ward,B,26-May-10,NA,NA,FHM,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0704,2010,Ward,B,26-May-10,NA,NA,DAC,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0705,2010,Ward,B,26-May-10,NA,NA,DAC,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0706,2010,Ward,B,26-May-10,NA,NA,DAC,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0707,2010,Ward,B,26-May-10,NA,NA,DAC,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0708,2010,Ward,C,26-May-10,NA,NA,BSB,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0709,2010,Ward,C,26-May-10,NA,NA,BSB,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0710,2010,Ward,C,26-May-10,NA,NA,BSB,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0711,2010,Ward,C,26-May-10,NA,NA,DAC,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0712,2010,Ward,C,26-May-10,NA,NA,DAC,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0713,2010,Ward,C,26-May-10,NA,NA,DAC,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0714,2010,Ward,C,26-May-10,NA,NA,FHM,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0715,2010,Ward,C,26-May-10,NA,NA,FHM,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0716,2010,Ward,C,26-May-10,NA,NA,FHM,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0717,2010,Ward,E,26-May-10,NA,NA,FHM,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0718,2010,Ward,E,26-May-10,NA,NA,FHM,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0719,2010,Ward,E,26-May-10,NA,NA,FHM,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0720,2010,Ward,A,26-May-10,NA,NA,PKS,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0721,2010,Ward,A,26-May-10,NA,NA,BSB,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0722,2010,Ward,A,26-May-10,NA,NA,FHM,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0723,2010,Ward,A,26-May-10,NA,NA,FHM,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0724,2010,Ward,A,26-May-10,NA,NA,BSB,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0725,2010,Ward,A,26-May-10,NA,NA,FHM,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0726,2010,Ward,A,26-May-10,NA,NA,DAC,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0727,2010,Ward,A,26-May-10,NA,NA,DAC,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0728,2010,Ward,A,26-May-10,NA,NA,DAC,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0729,2010,Ward,A,26-May-10,NA,NA,DAC,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0730,2010,Ward,A,26-May-10,NA,NA,JYD,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0731,2010,Ward,D,26-May-10,NA,NA,DAC,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0732,2010,Ward,D,26-May-10,NA,NA,DAC,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0733,2010,Ward,D,26-May-10,NA,NA,FHM,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0734,2010,Ward,D,26-May-10,NA,NA,FHM,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0735,2010,Ward,D,26-May-10,NA,NA,FHM,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0736,2010,Ward,D,26-May-10,NA,NA,DAC,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0737,2010,Ward,D,26-May-10,NA,NA,BSB,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0738,2010,Ward,D,26-May-10,NA,NA,DAC,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0739,2010,Ward,D,26-May-10,NA,NA,DAC,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0740,2010,Ward,D,26-May-10,NA,NA,DAC,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0741,2010,Ward,D,26-May-10,NA,NA,DAC,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0742,2010,Ward,X,26-May-10,NA,NA,YWP,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0743,2010,Ward,X,26-May-10,NA,NA,YWP,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0744,2010,Ward,X,26-May-10,NA,NA,YWP,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0745,2010,Ward,A,24-Jun-10,NA,NA,YWP,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0746,2010,Ward,A,24-Jun-10,NA,NA,PKS,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0747,2010,Ward,A,24-Jun-10,NA,NA,PKS,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0748,2010,Ward,B,24-Jun-10,NA,NA,DAC,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0749,2010,Ward,B,24-Jun-10,NA,NA,DAC,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0750,2010,Ward,B,24-Jun-10,NA,NA,FHM,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0751,2010,Ward,B,24-Jun-10,NA,NA,FHM,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0752,2010,Ward,C,24-Jun-10,NA,NA,PKS,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0753,2010,Ward,C,24-Jun-10,NA,NA,PKS,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0754,2010,Ward,C,24-Jun-10,NA,NA,PKS,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0755,2010,Ward,D,24-Jun-10,NA,NA,FHM,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0756,2010,Ward,D,24-Jun-10,NA,NA,FHM,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0757,2010,Ward,D,24-Jun-10,NA,NA,DAC,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0758,2010,Ward,E,24-Jun-10,NA,NA,DAC,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0759,2010,Ward,E,24-Jun-10,NA,NA,DAC,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0760,2010,Ward,E,24-Jun-10,NA,NA,DAC,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0761,2010,Ward,E,24-Jun-10,NA,NA,FHM,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0762,2010,Ward,E,24-Jun-10,NA,NA,FHM,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0763,2010,Ward,X,24-Jun-10,NA,NA,YWP,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0764,2010,Ward,X,24-Jun-10,NA,NA,YWP,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0765,2010,Ward,A,21-Jul-10,NA,NA,CMM,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0766,2010,Ward,A,21-Jul-10,NA,NA,CMM,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0767,2010,Ward,A,21-Jul-10,NA,NA,CMM,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0768,2010,Ward,E,21-Jul-10,NA,NA,CMM,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0769,2010,Ward,E,21-Jul-10,NA,NA,CMM,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0770,2010,Ward,X,21-Jul-10,NA,NA,YWP,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0771,2010,Ward,X,21-Jul-10,NA,NA,YWP,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0772,2010,Ward,X,21-Jul-10,NA,NA,PKS,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0773,2010,Ward,X,21-Jul-10,NA,NA,PKS,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0774,2010,Ward,X,21-Jul-10,NA,NA,PKS,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0775,2010,Ward,X,21-Jul-10,NA,NA,PKS,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0776,2010,Ward,X,21-Jul-10,NA,NA,YWP,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0777,2010,Ward,X,21-Jul-10,NA,NA,BHD,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0778,2010,Ward,B,22-Jul-10,NA,NA,CMM,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0779,2010,Ward,B,22-Jul-10,NA,NA,PKS,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0780,2010,Ward,C,22-Jul-10,NA,NA,PKS,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0781,2010,Ward,D,22-Jul-10,NA,NA,PKS,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0782,2010,Ward,D,22-Jul-10,NA,NA,PKS,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0783,2010,Ward,D,22-Jul-10,NA,NA,PKS,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0784,2010,Ward,E,22-Jul-10,NA,NA,NRP,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0785,2010,Ward,A,18-Aug-10,NA,NA,YWP,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0786,2010,Ward,A,18-Aug-10,NA,NA,YWP,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0787,2010,Ward,B,18-Aug-10,NA,NA,YWP,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0788,2010,Ward,B,18-Aug-10,NA,NA,BHD,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0789,2010,Ward,B,18-Aug-10,NA,NA,PKS,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0790,2010,Ward,B,18-Aug-10,NA,NA,PKS,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0791,2010,Ward,B,18-Aug-10,NA,NA,PKS,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0792,2010,Ward,B,18-Aug-10,NA,NA,PKS,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0793,2010,Ward,B,18-Aug-10,NA,NA,PKS,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0794,2010,Ward,B,18-Aug-10,NA,NA,BHD,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0795,2010,Ward,B,18-Aug-10,NA,NA,BHD,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0796,2010,Ward,B,18-Aug-10,NA,NA,BHD,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0797,2010,Ward,B,18-Aug-10,NA,NA,BHD,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0798,2010,Ward,C,18-Aug-10,NA,NA,YWP,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0799,2010,Ward,C,18-Aug-10,NA,NA,PKS,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0800,2010,Ward,C,18-Aug-10,NA,NA,PKS,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0801,2010,Ward,D,18-Aug-10,NA,NA,YWP,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0802,2010,Ward,E,18-Aug-10,NA,NA,YWP,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0803,2010,Ward,E,18-Aug-10,NA,NA,PKS,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0804,2010,Ward,E,18-Aug-10,NA,NA,BHD,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0805,2010,Ward,X,18-Aug-10,NA,NA,IWD,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0806,2010,Ward,X,18-Aug-10,NA,NA,CMM,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0807,2010,Ward,X,18-Aug-10,NA,NA,BHD,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0808,2010,Ward,X,18-Aug-10,NA,NA,PKS,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0809,2010,Ward,X,18-Aug-10,NA,NA,PKS,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0810,2010,Ward,X,18-Aug-10,NA,NA,YWP,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
G-0811,2010,Ward,X,18-Aug-10,NA,NA,YWP,NA,NA,NA,Guts,NA,NA,NA,NA,NA,NA
I-1139,2010,Ward,A,27-May-10,Epi,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH=8.35
I-1140,2010,Ward,B,27-May-10,Epi,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH=8.35
I-1141,2010,Ward,C,27-May-10,Epi,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH=8.35
I-1142,2010,Ward,D,27-May-10,Epi,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH=8.35
I-1143,2010,Ward,E,27-May-10,Epi,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH=8.35
I-1144,2010,Ward,A,27-May-10,Meta,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH=8.42
I-1145,2010,Ward,B,27-May-10,Meta,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH=8.42
I-1146,2010,Ward,C,27-May-10,Meta,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH=8.42
I-1147,2010,Ward,D,27-May-10,Meta,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH=8.42
I-1148,2010,Ward,E,27-May-10,Meta,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH=8.42
I-1149,2010,Ward,E,27-May-10,Littoral,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH=8.44
I-1150,2010,Ward,E,27-May-10,Hypo,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH=7.22
I-1151,2010,Ward,A,22-Jun-10,Epi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH=8.15
I-1152,2010,Ward,B,22-Jun-10,Epi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH=8.15
I-1153,2010,Ward,C,22-Jun-10,Epi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH=8.15
I-1154,2010,Ward,D,22-Jun-10,Epi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH=8.15
I-1155,2010,Ward,E,22-Jun-10,Epi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH=8.15
I-1156,2010,Ward,A,22-Jun-10,Meta,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH=8.00
I-1157,2010,Ward,B,22-Jun-10,Meta,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH=8.00
I-1158,2010,Ward,C,22-Jun-10,Meta,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH=8.00
I-1159,2010,Ward,D,22-Jun-10,Meta,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH=8.00
I-1160,2010,Ward,E,22-Jun-10,Meta,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH=8.00
I-1161,2010,Ward,E,22-Jun-10,Littoral,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH=7.99
I-1162,2010,Ward,E,22-Jun-10,Hypo,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH=7.46
